"Status","Type","Previous Status","Account Name"
"New","Renewal","Put-Through","Mandzak Excavating Trucking & Demolition"
"New","Renewal","Verified","Sou Bookkeeping & Tax Service"
"New","Renewal","Verified","D & J Garage & Towing"
"New","Renewal","Verified","Wp Autosales"
"New","Renewal","Verified","Dewayne???s "
"New","Renewal","Verified","Gary Bennett State Farm Insurance"
"New","Renewal","Put-Through","Gauls Tax & Service Center"
"New","Renewal","Verified","Done Right & Tight Home"
"New","Renewal","Put-Through","Grace Funeral Services Llc"
"New","Renewal","Verified","Insurance Unlimited"
"New","Renewal","Verified","Precision Well Service"
"New","Renewal","Verified","Supreme Cleaning Incorporated"
"New","Renewal","Verified","Elite Tax Service"
"New","Renewal","Verified","Double B Dirt Worx"
"New","Renewal","Verified","Colyott & Watson"
"New","Renewal","Verified","Bobcat Cafe"
"New","Renewal","Put-Through","Bassett Mix & Associates"
"New","Renewal","Put-Through","Town & Country Preferred Properties"
"New","Renewal","Verified","Swansboro Outboard Marine Service"
"New","Renewal","Verified","Murphy Muffler Inc"
"New","Renewal","Verified","Spring Antioch Baptist Church"
"New","Renewal","Verified","Kryptonite Kustomz"
"New","Renewal","Verified","Armstrong Automotive Repair LLC"
"New","Renewal","Verified","Irrigation Station"
"New","Renewal","Verified","Aguaworks Pipe & Supply"
"New","Renewal","Verified","Newham's Tax Service"
"New","Renewal","Verified","Wade's Construction"
"New","Renewal","Verified","Bay RV Center LLC"
"New","Renewal","Verified","Morton Lumber Ace Hardware"
"New","Renewal","Verified","Titan"
"New","Renewal","Verified","Main Street Cafe"
"New","Renewal","Verified","Direct Hit Firearms Training LLC"
"New","Renewal","Verified","La Antigua Redilla Banquet Center"
"New","Renewal","Verified","Denny Runk Excavating"
"New","Renewal","Put-Through","Shawver & Son Inc."
"New","Renewal","Verified","All-Rite Towing & Recovery"
"New","Renewal","Verified","Brown's Tax & Accounting"
"New","Renewal","Verified","Albright Funeral Home"
"New","Renewal","Verified","Seasons Of Greens"
"New","Renewal","Verified","Auto Supply of Havana"
"New","Renewal","Put-Through","Dennis Automotive"
"New","Renewal","Verified","Tru Home Care"
"New","Renewal","Put-Through","Alliance Towing & Recovery"
"New","Renewal","Verified","Terry Lockridge & Dunn"
"New","Renewal","Verified","Juan Solis Excavation"
"New","Renewal","Verified","K.C. Junk Co"
"New","Renewal","Verified","Serenity Mortuary"
"New","Renewal","Verified","Alpine Security & Electronics"
"New","Renewal","Verified","Wayne's Heating & Air Conditioning"
"New","Renewal","Verified","Legacy Tax Service"
"New","Renewal","Put-Through","B&D Shooting Range"
"New","Renewal","Put-Through","One Stop Auto Body & Repair"
"New","Renewal","Verified","Deals and Steals and Fat Al's Military"
"New","Renewal","Verified","JP Electric LLC"
"New","Renewal","Verified","Smart Buy Car Sales"
"New","Renewal","Verified","Vfw Post 2214"
"New","Renewal","Verified","Nerdy Tax Services"
"New","Renewal","Verified","Legacy Restaurant & Bar"
"New","Renewal","Verified","SRI Supply Resources"
"New","Renewal","Verified","Paul Rhein Jr. Disposal"
"New","Renewal","Verified","The Boss Maintenance"
"New","Renewal","Verified","Harrison Bakery"
"New","Renewal","Verified","Precision Auto Body"
"New","Renewal","Verified","Billmark's Insurance Services LLC"
"New","Renewal","Verified","DG Electric"
"New","Renewal","Verified","Collision Veterans Accident Repair"
"New","Renewal","Verified","Advantage Automotive Sales & Service"
"New","Renewal","Verified","Mimmies Learning Academy"
"New","Renewal","Put-Through","Augusta School District 45"
"New","Renewal","Verified","Dark Sky Tint"
"New","Renewal","Verified","Utah K9 Academy"
"New","Renewal","Verified","Endeavor Homes"
"New","Renewal","Verified","Mcnally Financial"
"New","Renewal","Verified","G Wilson Trucking"
"New","Renewal","Put-Through","Southern Valley Services Llc"
"New","Renewal","Verified","Community Auto Service Incorporated"
"New","Renewal","Put-Through","TC's Auto & Transmission"
"New","Renewal","Verified","Minks Youth & Family Services"
"New","Renewal","Verified","Jts Motors"
"New","Renewal","Verified","Diana Henry Realty"
"New","Renewal","Verified","Suncrest Tax Service"
"New","Renewal","Verified","Mac's Heating and Cooling"
"New","Renewal","Verified","Mendoza Automotive"
"New","Renewal","Verified","H.E. Callahan Construction"
"New","Renewal","Put-Through","Big Daddy's Marijuana Dispensary"
"New","Renewal","Put-Through","Tow Daddy"
"New","Renewal","Verified","Pinnacle Automotive Gallery"
"New","Renewal","Verified","Ace Handyman Services"
"New","Renewal","Verified","Kenyon Noble Lumber & Hardware"
"New","Renewal","Verified","Trace Plumbing & Heating"
"New","Renewal","Verified","Eagle Enterprises LLC"
"New","Renewal","Verified","Ryan's Main Street Grill"
"New","Renewal","Verified","Precious Angels Childcare"
"New","Renewal","Verified","A & S Janitorial Services LLC"
"New","Renewal","Verified","AAA Abandon Auto"
"New","Renewal","Verified","AK Metal Arts"
"New","Renewal","Verified","Gt Cylinder Exchange"
"New","Renewal","Verified","Walts Excavation & Trucking"
"New","Renewal","Verified","Cascade Home Improvements"
"New","Renewal","Verified","Taco Time"
"New","Renewal","Verified","Oasis Custom Firearms"
"New","Renewal","Verified","Haddock's Automotive LLC"
"New","Renewal","Put-Through","Aluminodi Customs"
"New","Renewal","Verified","CBC Stone & Recycle"
"New","Renewal","Verified","Mosher Landscaping"
"New","Renewal","Verified","Cushing Indoor Heated Storage"
"New","Renewal","Verified","Hi Tech Air Solutions"
"New","Renewal","Verified","Brinson's Tax Service"
"New","Renewal","Put-Through","J A Lewis Insurance Agency"
"New","Renewal","Verified","Miller Tree Service"
"New","Renewal","Put-Through","Tabor City Automotive"
"New","Renewal","Verified","JB & CB Janitorial Services"
"New","Renewal","Verified","Clover's Mastectomy & Medical"
"New","Renewal","Verified","Sign Doctor LLC"
"New","Renewal","Verified","Donnie Plunk's Towing & Recovery"
"New","Renewal","Verified","Whitt's Tire Town"
"New","Renewal","Verified","Keota Public Schools"
"New","Renewal","Verified","Windmill Incorporated"
"New","Renewal","Put-Through","Hunt Storage"
"New","Renewal","Put-Through","All N One Aroma Llc"
"New","Renewal","Verified","Panhandle Transmission Inc"
"New","Renewal","Verified","Burris Inspection LLC"
"New","Renewal","Verified","Northeast Louisiana Cancer Institute"
"New","Renewal","Verified","MVP Smoking Alternatives"
"New","Renewal","Verified","Dave's Corner Auto Care"
"New","Renewal","Verified","Cabell County Public Library"
"New","Renewal","Verified","Key Systems Tax & Bookkeeping"
"New","Renewal","Verified","B-Boys Auto Repair"
"New","Renewal","Verified","Eleazer's Auto Repair"
"New","Renewal","Verified","Massey & Massey Body Shop"
"New","Renewal","Verified","Home Sweet Home Inspections"
"New","Renewal","Verified","S & W Auto Collision"
"New","Renewal","Verified","Classic Coach WORX"
"New","Renewal","Verified","Coldwell Banker Harris McHaney Faucette"
"New","Renewal","Verified","OK Tire"
"New","Renewal","Verified","T.M.M.V.M.T. Entertainment "
"New","Renewal","Put-Through","Shoreline Plumbing"
"New","Renewal","Verified","Wenzel's Farm"
"New","Renewal","Verified","Infallible Home Care"
"New","Renewal","Verified","Tree Care Service"
"New","Renewal","Verified","General Heating & Air"
"New","Renewal","Verified","B Smith Brushworks Fine Artist And Instruction"
"New","Renewal","Verified","Advantage Driving LLC"
"New","Renewal","Verified","Ramler Trucking"
"New","Renewal","Verified","Vinyl Tech"
"New","Renewal","Verified","Imperial Custom Painting"
"New","Renewal","Put-Through","Maggies Maes On The Bluff LLC"
"New","Renewal","Verified","JSW Auto & Truck Repair"
"New","Renewal","Verified","Its Tax Time"
"New","Renewal","Verified","Bikers Choice Service and Repair Shop"
"New","Renewal","Verified","Camel Towing and Auto Repair"
"New","Renewal","Verified","Marble Valley Regional Correctional Facility"
"New","Renewal","Put-Through","Laura The Tax Lady LLC"
"New","Renewal","Verified","River Ridge Campground LLC"
"New","Renewal","Put-Through","Lane's Motor Freight Lines Inc."
"New","Renewal","Verified","Johnnys Automotive"
"New","Renewal","Verified","O No Towing"
"New","Renewal","Verified","Sos Towing"
"New","Renewal","Verified","ASOG Cleaning Services"
"New","Renewal","Verified","Sanderson Accounting"
"New","Renewal","Verified","A & K Lock & Key"
"New","Renewal","Verified","Arms Auto Body"
"New","Renewal","Put-Through","Computer & Tax Service"
"New","Renewal","Put-Through","House 2 House Solutions LLC"
"New","Renewal","Verified","Nomad's Roofing"
"New","Renewal","Verified","West Ridge Care Center"
"New","Renewal","Verified","Washington Farmers Co-Op"
"New","Renewal","Verified","Teal's Market"
"New","Renewal","Verified","Colosse Cheese Store"
"New","Renewal","Verified","Scrimale Collision"
"New","Renewal","Verified","Irish Landscaping"
"New","Renewal","Verified","Green County Tint"
"New","Renewal","Verified","Reed's Printing"
"New","Renewal","Verified","Rocko's Body Shop"
"New","Renewal","Verified","Mel's Garage"
"New","Renewal","Verified","Vickys Tax Service"
"New","Renewal","Verified","Barbara's Tax Service"
"New","Renewal","Verified","ABC Supply Company"
"New","Renewal","Verified","Bill Ball Moving Service"
"New","Renewal","Verified","Poplar Village Mobile Home Park"
"New","Renewal","Put-Through","Dan Tivnan State Farm Insurance Agency"
"New","Renewal","Verified","Platinum Custom Detailing"
"New","Renewal","Verified","Singing Springs Resort"
"New","Renewal","Verified","Viva Collision Center West"
"New","Renewal","Verified","Leahys Towing"
"New","Renewal","Verified","Port City Car Care"
"New","Renewal","Put-Through","She Will Insurance Agency"
"New","Renewal","Verified","Forest Glen General Store"
"New","Renewal","Put-Through","PG Express Inc"
"New","Renewal","Verified","Esell Express Auto Sales"
"New","Renewal","Verified","Greg's Auto Repair"
"New","Renewal","Verified","Montgomery County Sheriff's Office"
"New","Renewal","Verified","Warwick Public Schools"
"New","Renewal","Verified","Teach A Tot"
"New","Renewal","Verified","B-Dry Waterproofing"
"New","Renewal","Verified","Liberty Tax Service"
"New","Renewal","Put-Through","Lamplighter Bed & Breakfast"
"New","Renewal","Put-Through","Griffith Contracting"
"New","Renewal","Verified","Ramos & Sons Auto Body & Towing"
"New","Renewal","Verified","Pineview Commons Assisted Living Community"
"New","Renewal","Verified","Rocky's Pot Shop"
"New","Renewal","Verified","Horry Tax Service"
"New","Renewal","Verified","G & G Laundromat"
"New","Renewal","Verified","Vidler Automotive Incorporated"
"New","Renewal","Verified","JJ Collision Center"
"New","Renewal","Verified","Garrett Transmission"
"New","Renewal","Verified","Gmn Merchandise Llc"
"New","Renewal","Verified","Roger's Towing"
"New","Renewal","Verified","Mk Tax and Insurance Services"
"New","Renewal","Verified","Bernina Store & Sew Much More"
"New","Renewal","Verified","Blake's Lotaburger"
"New","Renewal","Verified","Shiprock Subway"
"New","Renewal","Verified","Weaver's Diesel & Truck Repair"
"New","Renewal","Verified","Davids Wrecker Service & Body Shop"
"New","Renewal","Put-Through","Xhosa Regi"
"New","Renewal","Verified","Daniel Valencia Tree Service LLC"
"New","Renewal","Verified","Donald Callo Landscaping"
"New","Renewal","Verified","Little Angels Childcare"
"New","Renewal","Verified","Chief School Bus"
"New","Renewal","Verified","Blaylock Funeral Home of Warrenton"
"New","Renewal","Put-Through","Furniture Refreshing"
"New","Renewal","Verified","Patty Baconrind Appraising"
"New","Renewal","Put-Through","Jakes Automotive"
"New","Renewal","Verified","Sierra Excavating"
"New","Renewal","Verified","Precision Collision"
"New","Renewal","Verified","Royal Comfort Home Care"
"New","Renewal","Verified","Otto's Cleaning Service"
"New","Renewal","Verified","Seminole Public Library"
"New","Renewal","Verified","Sun Masters LLC"
"New","Renewal","Verified","Road Res-Q"
"New","Renewal","Put-Through","Waldron School District"
"New","Renewal","Put-Through","Ally Cat Towing"
"New","Renewal","Verified","Deuces Towing & Recovery"
"New","Renewal","Verified","Bemm Tax Business Services"
"New","Renewal","Verified","Leon's Building Center"
"New","Renewal","Verified","3RD Day Creations Lawn AND Landscape"
"New","Renewal","Verified","Beech Grove Firearms Incorporated"
"New","Renewal","Verified","Ty's 24/7 Roadside"
"New","Renewal","Verified","Guerrero Auto Body"
"New","Renewal","Verified","At Your Wits End Vacation Rentals"
"New","Renewal","Verified","Arapaho WIC Program"
"New","Renewal","Verified","Callender Funeral Home"
"New","Renewal","Verified","Glenn County Transit Service"
"New","Renewal","Verified","Walker's Plumbing"
"New","Renewal","Verified","Wright's Roofing"
"New","Renewal","Verified","Southern Coast Solutions Llc"
"New","Renewal","Verified","Green Ape Pressure Washing"
"New","Renewal","Verified","Tim Wrecker Service & Garage"
"New","Renewal","Put-Through","Ellas Mobile Tax Services"
"New","Renewal","Verified","Epoch Automotive"
"New","Renewal","Verified","Unlimited Heights Tree Service"
"New","Renewal","Verified","E&D Welding LLC"
"New","Renewal","Verified","BLB Auto Sales"
"New","Renewal","Verified","Metro Masonry"
"New","Renewal","Put-Through","Pardo's Towing & Recovery"
"New","Renewal","Verified","Twisted Turtle Pub"
"New","Renewal","Put-Through","Simple Roofing And Exteriors Inc"
"New","Renewal","Verified","Golden Years Personal Care Home"
"New","Renewal","Verified","Radio Advertising Inc."
"New","Renewal","Verified","Lukfata Public School"
"New","Renewal","Verified","Sherwood Pines Residential Care Inc"
"New","Renewal","Verified","A.L. Taylor & Associates, C.P.A."
"New","Renewal","Verified","Reidville Pet Salon"
"New","Renewal","Verified","Boom Store"
"New","Renewal","Put-Through","Webb's Towing & Recovery Service"
"New","Renewal","Put-Through","Nextwave Computers Incorporated"
"New","Renewal","Verified","Thurston Services"
"New","Renewal","Verified","Even Flow Plumbing"
"New","Renewal","Verified","Mata Brothers Construction"
"New","Renewal","Verified","Eitels Towing"
"New","Renewal","Verified","Rainbow Transmissions"
"New","Renewal","Verified","Bock's Service"
"New","Renewal","Verified","W.A.C. Landscape Contractors of Greenville"
"New","Renewal","Verified","Monson's Full Service Towing & Truck & Trailer Repair"
"New","Renewal","Verified","Mountain View Auto & Truck Repair"
"New","Renewal","Verified","Fusion Fabrication"
"New","Renewal","Verified","M J P Tax Services"
"New","Renewal","Verified","Guardian DB Services"
"New","Renewal","Verified","Granicy Square"
"New","Renewal","Verified","Mn Tax And Credit Repair"
