CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone
KDFH,,,FM Station,240,12/01/2021,08/23/2016,LICENSED AND SILENT,BIG SUR,CA,H,95.9,N,UNIVERSITY OF SOUTHERN CALIFORNIA,1149 S. HILL STREET,SUITE H100,LOS ANGELES,90015,CA,2132257400
WWRX,41.460944,-71.928972,FM Station,299,04/01/2030,12/21/2000,LICENSED,NORTH STONINGTON,CT,CDT,107.7,Y,"FULLER BROADCASTING INTERNATIONAL, LLC",758 COLONEL LEDYARD HIGHWAY,,LEDYARD,6339,CT,8604641065
KEPZ,,,FM Station,267,06/01/2020,09/26/2017,LICENSED AND SILENT,COLFAX,LA,H,101.3,N,"VALLEYDALE BROADCASTING, LLC",P.O. BOX 383174,,BIRMINGHAM,35238,AL,(205)901-6600
KKUJ,,,FM Station,280,02/01/2022,04/05/2017,LICENSED,MONUMENT,OR,H,103.9,N,"XANA OREGON, LLC",1600 GRAY LYNN DR.,,WALLA WALLA,99362,WA,5095271000
WCVE-FM,37.512639,-77.601389,FM Station,205,10/01/2027,,LICENSED,RICHMOND,VA,ED,88.9,Y,VPM MEDIA CORPORATION,23 SESAME STREET,,RICHMOND,23235,VA,(804)320-1301
KBMW-FM,46.280528,-96.588417,FM Station,224,04/01/2029,09/03/2013,LICENSED,BRECKENRIDGE,MN,H,92.7,Y,"I3G MEDIA, LLC",1013 RIVERVIEW DRIVE,,VALLEY CITY,58072,ND,(701)845-1490
WUBE-FM,39.125056,-84.498833,FM Station,286,10/01/2028,,LICENSED,CINCINNATI,OH,CDT,105.1,Y,"CINCINNATI FCC LICENSE SUB, LLC","3415 UNIVERSITY AVENUE, WEST",,ST. PAUL,55114,MN,6516424334
KUAE-FM,,,FM Station,219,,,CP OFF AIR,SAFFORD,AZ,EDT,91.7,Y,ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZ.,1423 E. University Blvd.,,Tuscon,85719,AZ,5206215828
WSTH-FM,32.758444,-85.472167,FM Station,291,04/01/2028,,LICENSED,ALEXANDER CITY,AL,CDT,106.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,9186644581
WBMR,40.313444,-75.291028,FM Station,219,08/01/2030,,LICENSED,TELFORD,PA,EDT,91.7,Y,UNITED MINISTRIES,300 EAST ROCK ROAD,,ALLENTOWN,18103,PA,6107974530
KCNA,42.258167,-123.661722,FM Station,274,02/01/2030,,LICENSED,CAVE JUNCTION,OR,H,102.7,Y,"OPUS BROADCASTING SYSTEMS, INC.",511 ROSSANLEY DR.,,MEDFORD,97501,OR,(541)772-0322
WKLS,33.918722,-86.083028,FM Station,290,04/01/2020,,LICENSED,SOUTHSIDE,AL,H,105.9,Y,"WILLIAMS COMMUNICATIONS, INC.",P.O. BOX 2552,,ANNISTON,36202,AL,(256)236-1274
WGFN,44.821111,-85.996472,FM Station,251,10/01/2028,,LICENSED,GLEN ARBOR,MI,H,98.1,Y,"BLACK DIAMOND BROADCAST HOLDINGS, LLC",PO BOX 6016,,TRAVERSE CITY,49696,MI,(231)922-4981
KGGI,34.234444,-117.140861,FM Station,256,12/01/2029,05/04/2000,LICENSED,RIVERSIDE,CA,H,99.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581
KTCZ-FM,45.058278,-93.124361,FM Station,246,04/01/2029,01/24/2000,LICENSED,MINNEAPOLIS,MN,H,97.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581
KOWY,44.622167,-107.116444,FM Station,272,10/01/2029,05/21/2012,LICENSED,DAYTON,WY,H,102.3,Y,"LOVCOM, INC.",P.O. BOX 5086,,SHERIDAN,82801,WY,
KCTT-FM,36.288389,-92.510444,FM Station,269,06/01/2028,,LICENSED,YELLVILLE,AR,H,101.7,Y,MOUNTAIN LAKES BROADCASTING CORP.,P.O. BOX 2010,,MOUNTAIN HOME,72654,AR,(870)425-3101
WPRL,31.89375,-91.148417,FM Station,219,06/01/2028,08/11/2011,LICENSED,LORMAN,MS,ED,91.7,Y,ALCORN STATE UNIVERSITY,1000 ASU DRIVE,BOX #269,LORMAN,39096,MS,
KMDS,35.580028,-105.216944,FM Station,296,10/01/2029,12/08/2015,LICENSED,LAS VEGAS,NM,CDT,107.1,Y,"SANGRE DE CRISTO BROADCASTING CO., INC.",304 SOUTH GRAND AVENUE,,LAS VEGAS,87701,NM,5054255669
WBJW,38.320611,-88.043639,FM Station,219,12/01/2028,,LICENSED,ALBION,IL,ED,91.7,Y,MUSIC MINISTRIES INC,P O BOX 4164,,EVANSVILLE,47724,IN,
WSLY,32.281806,-88.256389,FM Station,285,04/01/2028,,LICENSED,YORK,AL,CDT,104.9,Y,"GRANTELL BROADCASTING, LLC",11474 HIGHWAY 11,,YORK,36925,AL,2053925234
971104MG,,,FM Station,205,,09/20/2005,CP OFF AIR,NEW BERLIN,IL,ED,88.9,Y,"REFORMED BROADCASTING NETWORK, INC.",2005 APPLETON DRIVE,,SPRINGFIELD,62707,IL,
KLEF,61.1875,-149.884694,FM Station,251,02/01/2030,,LICENSED,ANCHORAGE,AK,H,98.1,Y,CHINOOK CONCERT BROADCASTERS,165 E 65TH AVE,SUITE 10,ANCHORAGE,99518,AK,(907)562-4434
WFMT,41.878917,-87.635611,FM Station,254,12/01/2028,08/20/2001,LICENSED,CHICAGO,IL,H,98.7,Y,WINDOW TO THE WORLD COMMUNICATIONS,5400 N SAINT LOUIS AVE,,CHICAGO,60625,IL,
KCMH,36.271444,-92.422361,FM Station,218,06/01/2028,12/11/2000,LICENSED,MOUNTAIN HOME,AR,ED,91.5,Y,"CHRISTIAN BROADCASTING GROUP OF MOUNTAIN HOME, INC",126 S CHURCH ST,,MOUNTAIN HOME,72653,AR,(870)425-2525
KMCR,38.986139,-91.511,FM Station,280,02/01/2029,,LICENSED,MONTGOMERY CITY,MO,H,103.9,Y,"CHIRILLO ELECTRONICS, INC.",P.O. BOX 219,,MOBERLY,65270,MO,(660)263-0307
WRYV,40.586167,-77.694139,FM Station,204,08/01/2030,05/28/2022,LICENSED,MILROY,PA,EDT,88.7,Y,INVISIBLE ALLIES MINISTRIES,2820 East College Avenue,SUITE A,State College,16801,PA,8148673836
KWAK-FM,34.431194,-91.435667,FM Station,288,06/01/2028,,LICENSED,STUTTGART,AR,CDT,105.5,Y,"ARKANSAS COUNTY BROADCASTERS, INC.",P.O. BOX 789,,WYNNE,72396,AR,8702388141
WBIM-FM,41.987583,-70.971972,FM Station,218,04/01/2030,,LICENSED,BRIDGEWATER,MA,ED,91.5,Y,BRIDGEWATER STATE COLLEGE,RONDILEAU CAMPUS CENTER,,BRIDGEWATER,2325,MA,
WJDT,36.380917,-83.179611,FM Station,293,08/01/2028,,LICENSED,ROGERSVILLE,TN,CDT,106.5,Y,Cherokee Broadcasting LLC,,,Morristown,37815,TN,8659933639
KKWY,,,FM Station,201,,,CP OFF AIR,WHEATLAND,WY,EDT,88.1,Y,"Cedar Cove Broadcasting, Inc.",1418 Bradley Avenue,,Cheyenne,82001,WY,3077721322
KKWY,,,FM Station,201,,,CP OFF AIR,WHEATLAND,WY,EDT,88.1,Y,"Cedar Cove Broadcasting, Inc.",1418 Bradley Avenue,,Cheyenne,82001,WY,3077721322
WJMF,41.803444,-71.557,FM Station,204,04/01/2030,,LICENSED,SMITHFIELD,RI,ED,88.7,Y,BRYANT UNIVERSITY,1150 DOUGLAS PIKE,,SMITHFIELD,2917,RI,
WCLQ,44.919694,-89.679278,FM Station,208,12/01/2028,08/03/2000,LICENSED,WAUSAU,WI,ED,89.5,Y,"CHRISTIAN LIFE COMMUNICATIONS, INC.",3500 STEWART AVENUE,,WAUSAU,54401,WI,(715)355-5151
WKZM,27.275333,-82.481472,FM Station,282,02/01/2028,05/31/2001,LICENSED,SARASOTA,FL,ED,104.3,Y,THE MOODY BIBLE INSTITUTE OF CHICAGO,820 N LASALLE ST,,CHICAGO,60610,IL,(312)329-4438
WILV,42.32225,-89.0115,FM Station,216,12/01/2028,11/15/2001,LICENSED,LOVES PARK,IL,ED,91.1,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600
WMAH-FM,30.755194,-88.945583,FM Station,212,06/01/2028,04/12/2001,LICENSED,BILOXI,MS,EDT,90.3,Y,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,3825 Ridgewood Rd,,Jackson,39211,MS,6014326367
WCVO,40.067833,-82.860444,FM Station,285,10/01/2028,06/30/2000,LICENSED,GAHANA,OH,H,104.9,Y,RIVER RADIO MINISTRIES,881 E. JOHNSTOWN ROAD,,GAHANNA,43230,OH,(614)289-5700
WACV,32.478194,-86.40775,FM Station,226,04/01/2028,08/22/2012,LICENSED,COOSADA,AL,H,93.1,Y,"LIBERTY ACQUISTIONS 825, LLC",431 COCONUT PALM ROAD,,BOCA RATON,33432,FL,(561)206-6567
KGNZ,32.229861,-99.628694,FM Station,201,08/01/2029,04/15/2004,LICENSED,ABILENE,TX,ED,88.1,Y,"CHRISTIAN BROADCASTING CO., INC.",542 BUTTERNUT ST.,,ABILENE,79602,TX,(325)673-3045
KNDA,27.707528,-97.781917,FM Station,275,08/01/2029,,LICENSED,ALICE,TX,H,102.9,Y,ENCARNACION A. GUERRA,6402 N. BARTLETT STREET,SUITE 1,LAREDO,78041,TX,(956)726-9393
KATB,61.066667,-149.745528,FM Station,207,02/01/2030,,LICENSED,ANCHORAGE,AK,ED,89.3,Y,"CHRISTIAN BROADCASTING, INC.",P.O. BOX 210389,,ANCHORAGE,99521,AK,(907)333-5282
WEOW,24.677083,-81.510639,FM Station,224,02/01/2028,11/27/2001,LICENSED,KEY WEST,FL,H,92.7,Y,"FLORIDA KEYS MEDIA, LLC",1109 HUDSON LANE,,MONROE,71201,LA,(318)388-2323
KHMC,28.680833,-97.385556,FM Station,240,08/01/2021,02/21/2001,LICENSED,GOLIAD,TX,H,95.9,Y,MINERVA R. LOPEZ,115 WEST AVENUE D,,ROBSTOWN,78380,TX,(361)289-8877
KAMZ,33.323972,-101.804611,FM Station,278,08/01/2029,03/13/2001,LICENSED,TAHOKA,TX,CDT,103.5,Y,ALBERT BENAVIDES,3210-34th Street,,LUBBOCK,79410,TX,8065485412
KKAJ-FM,34.397333,-96.921583,FM Station,239,06/01/2029,,LICENSED,DAVIS,OK,CDT,95.7,Y,"SMG-ARDMORE, LLC",2448 E. 81ST STREET,SUITE 5500,TULSA,74137,OK,9184922660
WLVQ,39.971167,-83.027667,FM Station,242,10/01/2028,,LICENSED,COLUMBUS,OH,H,96.3,Y,"FRANKLIN COMMUNICATIONS, INC.",73 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,48236,MI,(313)886-7070
WUUA,41.52425,-74.8685,FM Station,208,06/01/2022,01/15/2022,LICENSED AND SILENT,GLEN SPEY,NY,ED,89.5,Y,B. STEPHEN DEMCHUK FOUNDATION,POST OFFICE BOX 55,,GLEN SPEY,12737,NY,(914)441-6766
WCLV,41.475611,-81.989861,FM Station,212,10/01/2028,,LICENSED,CLEVELAND,OH,ED,90.3,Y,IDEASTREAM,IDEA CENTER,1375 EUCLID AVENUE,CLEVELAND,44115,OH,(216)916-6161
KFJE,,,FM Station,229,10/01/2021,08/05/2019,LICENSED AND SILENT,WICKENBURG,AZ,H,93.7,N,DORRANA L. STEWART,1701 E. EUCLID AVE,,PHOENIX,85042,AZ,(602)446-1912
WYAB,32.407639,-90.150944,FM Station,280,06/01/2028,06/29/2001,LICENSED,POCAHONTAS,MS,CDT,103.9,Y,"SSR COMMUNICATIONS, INC.",740 HIGHWAY 49 NORTH,SUITE R,FLORA,39071,MS,6012012789
WGNG,33.301778,-90.125361,FM Station,292,06/01/2028,03/02/2000,LICENSED,TCHULA,MS,H,106.3,Y,"TEAM BROADCASTING COMPANY, INC.",PO BOX 1801,,GREENWOOD,38930,MS,(662)453-1646
KKBN,38.00825,-120.36325,FM Station,228,12/01/2029,,LICENSED,TWAIN HARTE,CA,H,93.5,Y,CLARKE BROADCASTING CORPORATION,120 COUNTRY CLUB DRIVE,SUITE 12,INCLINE VILLAGE,89451,NV,(775)887-0588
KPEZ,30.223556,-97.827778,FM Station,272,08/01/2029,,LICENSED,AUSTIN,TX,H,102.3,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581
WICU-FM,42.123667,-80.117,FM Station,224,08/01/2022,11/19/2012,LICENSED,LAWRENCE PARK,PA,H,92.7,Y,"SJL OF PENNSYLVANIA, INC.",3514 STATE STREET,,ERIE,16508,PA,(814)454-5201
WAKC,43.21675,-71.575639,FM Station,272,04/01/2030,06/08/2012,LICENSED,CONCORD,NH,EDT,102.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 West Oaks Blvd.,,Rocklin,95765,CA,9162511600
KMJQ,29.574389,-95.493806,FM Station,271,08/01/2029,,LICENSED,HOUSTON,TX,CDT,102.1,Y,"RADIO ONE LICENSES, LLC","1010 WAYNE AVENUE, 14TH FLOOR",,SILVER SPRING,20910,MD,3014293200
WJTQ,30.612694,-87.64525,FM Station,264,02/01/2028,,LICENSED,PENSACOLA,FL,CDT,100.7,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700
KLIL,31.048222,-91.9965,FM Station,221,06/01/2028,,LICENSED,MOREAUVILLE,LA,H,92.1,Y,"CAJUN BROADCASTING, INC.",P.O. BOX 365,,MOREAUVILLE,71355,LA,
KMLD,42.734111,-106.333889,FM Station,233,10/01/2029,01/16/2014,LICENSED,CASPER,WY,H,94.5,Y,"MT. RUSHMORE BROADCASTING, INC.",218 N WOLCOTT ST,,CASPER,82602,WY,
WAAI,38.624556,-75.888556,FM Station,265,10/01/2027,12/29/1999,LICENSED,HURLOCK,MD,CDT,100.9,Y,"WBOC, INC.",1729 NORTH SALISBURY BLVD,,SALISBURY,21801,MD,4438809090
WWIL-FM,34.243778,-78.123056,FM Station,213,12/01/2027,,LICENSED,WILMINGTON,NC,ED,90.5,Y,"CAROLINA CHRISTIAN RADIO, INC.",P.O. BOX 957,,WILMINGTON,28402,NC,(910)763-2452
KWIA,42.618361,-95.132972,FM Station,265,02/01/2021,12/03/2019,LICENSED,NEWELL,IA,H,100.9,Y,PANTHER COMMUNICATIONS LLC,P.O. BOX 681155,,INDIANAPOLIS,46268,IN,(317)373-3945
WRCU-FM,42.811278,-75.533444,FM Station,211,06/01/2022,,LICENSED,HAMILTON,NY,ED,90.1,Y,COLGATE UNIVERSITY,13 OAK DRIVE,,HAMILTON,13346,NY,(315)228-6843
KLFV,39.065806,-108.747306,FM Station,212,04/01/2029,,LICENSED,GRAND JUNCTION,CO,ED,90.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600
KDEP,45.466222,-123.920972,FM Station,288,02/01/2030,06/18/2001,LICENSED,GARIBALDI,OR,H,105.5,Y,"ALEXANDRA COMMUNICATIONS, INC.",1600 GRAY LYNN DR,,WALLA WALLA,99362,WA,(509)527-1000
KLXA,31.377972,-92.474306,FM Station,210,06/01/2028,04/05/2016,LICENSED,ALEXANDRIA,LA,EDT,89.9,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BOULEVARD,,ROCKLIN,95765,CA,9162511600
KTCC,39.376111,-101.052667,FM Station,220,06/01/2029,,LICENSED,COLBY,KS,ED,91.9,Y,COLBY COMMUNITY COLLEGE,1255 SOUTH RANGE AVE,,COLBY,67701,KS,(785)460-4662
KHGG-FM,35.183583,-94.129139,FM Station,278,06/01/2028,07/23/2019,LICENSED,MANSFIELD,AR,H,103.5,Y,"PHARIS BROADCASTING, INC.",P. O. BOX 908,323 NORTH GREENWOOD AVE.,FT. SMITH,72902,AR,(479)242-1047
KXMX,35.513722,-94.588556,FM Station,286,06/01/2029,08/02/2013,LICENSED,MULDROW,OK,H,105.1,Y,G2 MEDIA GROUP LLC,P.O. BOX 428,,SALLISAW,74955,OK,(918)775-1008
WPJN,32.970111,-86.71775,FM Station,207,04/01/2028,08/07/2012,LICENSED,JEMISON,AL,ED,89.3,Y,C W JOHNSON EDUCATION FOUNDATION INC.,1925 LAY DAM ROAD,,CLANTON,35045,AL,(205)755-3981
KUAP,34.242611,-92.017361,FM Station,209,06/01/2028,,LICENSED,PINE BLUFF,AR,ED,89.7,Y,BOARD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS,"C/O KUAP - WILLETTE TOTTEN, DIRECTOR",1200 N. UNIVERSITY DR. - MAIL SLOT 4964,PINE BLUFF,71601,AR,
WRCM,35.059583,-80.670333,FM Station,220,12/01/2027,,LICENSED,WINGATE,NC,ED,91.9,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,(916)251-1600
WJHS,41.167806,-85.494694,FM Station,218,08/01/2028,,LICENSED,COLUMBIA CITY,IN,ED,91.5,Y,COLUMBIA CITY HIGH SCHOOL,600 NORTH WHITLEY STREET,,COLUMBIA CITY,46725,IN,(260)244-6136
KMZL,46.802417,-113.973444,FM Station,216,04/01/2029,,LICENSED,MISSOULA,MT,ED,91.1,Y,FAITH COMMUNICATIONS CORP.,2201 S. 6TH STREET,,LAS VEGAS,89104,NV,(702)731-5452
KJKF,42.067917,-121.971389,FM Station,205,02/01/2030,05/06/2003,LICENSED,KLAMATH FALLS,OR,ED,88.9,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BOULEVARD,,ROCKLIN,95765,CA,(916)251-1600
WAGP,32.357722,-80.919611,FM Station,204,12/01/2027,10/27/2000,LICENSED,BEAUFORT,SC,ED,88.7,Y,"COMMUNITY BROADCASTING CORP. OF BEAUFORT, INC.",P.O. BOX 119,,BEAUFORT,29901,SC,
KSWS,46.554278,-123.058472,FM Station,205,02/01/2030,06/28/2010,LICENSED,CHEHALIS,WA,ED,88.9,Y,WASHINGTON STATE UNIVERSITY,EDUCATIONAL  AND PUBLIC MEDIA,P.O. BOX 642530,PULLMAN,99164,WA,(509)335-6511
KISY,33.646222,-95.526611,FM Station,224,08/01/2029,08/25/2014,LICENSED,BLOSSOM,TX,H,92.7,Y,TRACY MCCUTCHEN,P.O. BOX 57843,,SHERMAN OAKS,91403,CA,(213)944-5441
WRKS,32.648194,-89.988972,FM Station,290,06/01/2028,06/14/2002,LICENSED,PICKENS,MS,CDT,105.9,Y,Alpha Media Licensee LLC Debtor in Possession,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200
KADQ-FM,41.352722,-110.909333,FM Station,252,10/01/2029,11/01/2010,LICENSED,EVANSTON,WY,CDT,98.3,Y,"FRANDSEN MEDIA COMPANY, LLC",P.O. BOX 570,,LOGAN,84323,UT,4357521390
WOXD,34.302889,-89.523694,FM Station,238,06/01/2028,,LICENSED,OXFORD,MS,H,95.5,Y,"TAYLOR COMMUNICATIONS, INC.","302 HIGHWAY 7, SOUTH",,OXFORD,38655,MS,
WLGO,,,FM Station,211,,,CP OFF AIR,SAWYERVILLE,AL,EDT,90.1,Y,National Association for the Prevention of Starvation,,,Greensboro,36744,AL,2562627712
KZMI,15.183333,145.735,FM Station,280,02/01/2030,05/10/2001,LICENSED,GARAPAN-SAIPAN,MP,CDT,103.9,Y,HOLONET CORPORATION.,,,SAIPAN,96950,MP,6702871296
KEZA,35.853389,-94.026028,FM Station,300,06/01/2028,,LICENSED,FAYETTEVILLE,AR,H,107.9,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581
WMFE-FM,28.6025,-81.093389,FM Station,214,02/01/2028,,LICENSED,ORLANDO,FL,ED,90.7,Y,"COMMUNITY COMMUNICATIONS, INC.",11510 EAST COLONIAL DRIVE,,ORLANDO,32817,FL,(407)273-2300
WAWF,41.077528,-87.756139,FM Station,202,12/01/2028,07/13/2000,LICENSED,KANKAKEE,IL,ED,88.3,Y,"FAMILY WORSHIP CENTER CHURCH, INC.",P.O. BOX 262550,,BATON ROUGE,70826,LA,(225)768-3102
KQSR,32.672306,-114.335972,FM Station,265,10/01/2029,,LICENSED,YUMA,AZ,H,100.9,Y,EDB VV LICENSE LLC,11920 HESPERIA ROAD,,HESPERIA,92345,CA,(760)241-1313
KRXF,44.046778,-121.531694,FM Station,225,02/01/2030,,LICENSED,BEND,OR,H,92.9,Y,"GCC BEND, LLC",345 SW CYBER DRIVE,,BEND,97702,OR,(541)388-3300
KTCY,30.911278,-99.764222,FM Station,287,08/01/2029,02/10/2015,LICENSED,MENARD,TX,CDT,105.3,Y,Tracy McCutchen,P.O. Box 5283,,Vail,81657,CO,2139445441
WCNG,35.06675,-83.999333,FM Station,274,12/01/2027,,LICENSED,MURPHY,NC,H,102.7,Y,"CHEROKEE BROADCASTING CO., INC.",P. O. BOX 280,,MURPHY,28906,NC,
WJCB,26.729778,-80.913389,FM Station,210,,,CP OFF AIR,CUMBERLAND,MD,EDT,89.9,Y,"JCM RADIO, INC.",1 WEST BELLE TERRE AVE,,LINDENHURST,11757,NY,6315122514
WAAO-FM,31.340722,-86.467444,FM Station,229,04/01/2028,,LICENSED,ANDALUSIA,AL,H,93.7,Y,"THREE NOTCH COMMUNICATIONS, LLC",P.O. BOX 987,,ANDALUSIA,36420,AL,(000)000-0000
KDLC,29.346611,-90.830361,FM Station,249,06/01/2028,09/26/2014,LICENSED,DULAC,LA,H,97.7,Y,"COAST RADIO GROUP, INC.",P.O. BOX 2639,,GULFPORT,39505,MS,(228)896-5500
KFTG,29.688556,-95.202139,FM Station,201,08/01/2029,,LICENSED,PASADENA,TX,ED,88.1,Y,ALELUYA BROADCASTING NETWORK,1600 PASADENA BLVD.,,PASADENA,77502,TX,(713)589-1336
WNCD,41.080611,-80.648111,FM Station,227,10/01/2028,,LICENSED,YOUNGSTOWN,OH,H,93.3,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581
WTDY-FM,40.041778,-75.236,FM Station,243,08/01/2030,,LICENSED,PHILADELPHIA,PA,CDT,96.5,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610
KTWS,44.077333,-121.333639,FM Station,252,02/01/2030,,LICENSED,BEND,OR,H,98.3,Y,"COMBINED COMMUNICATIONS, INC.",P O BOX 5037,,BEND,97708,OR,
WSBY-FM,38.300111,-75.627694,FM Station,255,10/01/2027,,LICENSED,SALISBURY,MD,H,98.9,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581
WKZQ-FM,33.591,-79.048361,FM Station,241,12/01/2027,,LICENSED,FORESTBROOK,SC,H,96.1,Y,"DICK BROADCASTING COMPANY, INC. OF TENNESSEE",192 EAST LEWIS STREET,,GREENSBORO,27401,NC,(336)274-8042
WVBR-FM,42.429222,-76.450806,FM Station,228,06/01/2022,,LICENSED,ITHACA,NY,H,93.5,Y,"CORNELL MEDIA GUILD, INC.",604 EAST BUFFALO STREET,,ITHACA,14850,NY,(607)273-4000
WCSG,42.796139,-85.649444,FM Station,217,10/01/2028,,LICENSED,GRAND RAPIDS,MI,ED,91.3,Y,CORNERSTONE UNIVERSITY,1159 E BELTLINE AVE NE,,GRAND RAPIDS,49525,MI,(616)942-1500
WILE-FM,40.039528,-81.6465,FM Station,249,10/01/2028,,LICENSED,BYESVILLE,OH,H,97.7,Y,"AVC COMMUNICATIONS, INC.",4988 SKYLINE DRIVE,,CAMBRIDGE,43725,OH,(740)432-5605
WYPL,35.467583,-90.190917,FM Station,207,08/01/2028,03/26/2009,LICENSED,MEMPHIS,TN,ED,89.3,Y,THE MEMPHIS PUBLIC LIBRARIES,RADIO STATION WYPL,3030 POPLAR AVENUE,MEMPHIS,38111,TN,(901)415-2829
WEZC,40.095306,-88.96425,FM Station,240,12/01/2028,03/14/2004,LICENSED,CLINTON,IL,H,95.9,Y,"KASKASKIA BROADCASTING, INC.",918 EAST PARK,P.O. BOX 169,TAYLORVILLE,62568,IL,(217)824-3395
KAHR,36.766444,-90.481222,FM Station,244,02/01/2029,,LICENSED,POPLAR BLUFF,MO,CDT,96.7,Y,EAGLE BLUFF ENTERPRISES,932 COUNTY ROAD 448,,POPLAR BLUFF,63901,MO,5736863700
WYTK,34.864528,-87.395278,FM Station,230,04/01/2028,,LICENSED,ROGERSVILLE,AL,H,93.9,Y,"VALLEY BROADCASTING, INC.",113 NORTH SEMINARY STREET,,FLORENCE,35630,AL,(256)764-9390
KBCN-FM,35.871194,-92.652944,FM Station,282,06/01/2028,,LICENSED,MARSHALL,AR,H,104.3,Y,"PEARSON BROADCASTING OF MARSHALL, INC.",C/O THE PEASON COMPANIES,9530 MIDLOTHIAN PIKE,RICHMOND,23235,VA,(804)276-0300
KCPW-FM,40.631333,-112.131306,FM Station,202,10/01/2029,09/01/2000,LICENSED,SALT LAKE CITY,UT,ED,88.3,Y,WASATCH PUBLIC MEDIA,P.O. BOX 510730,,SALT LAKE CITY,84151,UT,(801)359-5279
KPCW,40.683,-111.522972,FM Station,219,10/01/2029,05/18/2001,LICENSED,PARK CITY,UT,ED,91.7,Y,"COMMUNITY WIRELESS OF PARK CITY, INC.",BOX 1372,,PARK CITY,84060,UT,(435)649-9004
WVCM,45.820778,-88.040417,FM Station,218,10/01/2028,04/02/2002,LICENSED,IRON MOUNTAIN,MI,EDT,91.5,Y,"VCY AMERICA, INC.",3434 W KILBOURN AVE,,MILWAUKEE,53208,WI,4149353000
KCUA,40.537722,-109.699861,FM Station,223,10/01/2029,11/24/2004,LICENSED,MAESER,UT,H,92.5,Y,"COUNTRY GOLD BROASCASTING, INC.",PO BOX 816,,VERNAL,84078,UT,(435)650-6949
KMSI,35.202,-97.588639,FM Station,201,06/01/2029,,LICENSED,MOORE,OK,ED,88.1,Y,"DAVID INGLES MINISTRIES CHURCH, INC.",P.O. BOX 1924,,TULSA,74101,OK,(918)455-5698
KTYD,34.470806,-119.676778,FM Station,260,12/01/2029,,LICENSED,SANTA BARBARA,CA,H,99.9,Y,RINCON BROADCASTING LS LLC,C/O POINT BROADCASTING COMPANY,"715 BROADWAY, SUITE 320",SANTA MONICA,90401,CA,(310)451-4430
WUTQ-FM,43.037556,-75.195417,FM Station,264,06/01/2022,08/28/2001,LICENSED,UTICA,NY,H,100.7,Y,"ROSER COMMUNICATIONS NETWORK, INC.",CANAL PARK,215 LELAND AVE. SUITE  101,UTICA,13502,NY,(315)797-8236
WPBX,36.021722,-84.971611,FM Station,257,08/01/2028,,LICENSED,CROSSVILLE,TN,H,99.3,Y,"PEG BROADCASTING ,  LLC",961 MILLER AVENUE,,CROSSVILLE,38555,TN,(931)707-1102
WSUM,42.904444,-89.555944,FM Station,219,12/01/2028,02/28/2002,LICENSED,MADISON,WI,ED,91.7,Y,"BOARD OF REGENTS, UNIVERSITY OF WISCONSIN SYSTEM",1860 VAN HISE HALL,1220 LINDEN DRIVE,MADISON,53706,WI,(608)262-3662
WCRZ,42.980306,-83.577722,FM Station,300,10/01/2028,,LICENSED,FLINT,MI,H,107.9,Y,"TOWNSQUARE MEDIA OF FLINT, INC.",1 MANHATTANVILLE ROAD,SUITE 202,PURCHASE,10577,NY,(203)861-0900
