CallSign,StationLat,StationLon,Service,RFChannel,LicenseExpirationDate,StatusDate,Status,CommunityCity,CommunityState,FacilityType,Frequency,ActiveInd,PartyName,PartyAddress1,PartyAddress2,PartyCity,PartyZip1,PartyState,PartyPhone,stationFormat,station_latitude,station_longitude
WBMR,40.313444,-75.291028,FM Station,219,08/01/2030,,LICENSED,TELFORD,PA,EDT,91.7,Y,UNITED MINISTRIES,300 EAST ROCK ROAD,,ALLENTOWN,18103,PA,6107974530,Religious,40.313466,-75.291037
KCNA,42.258167,-123.661722,FM Station,274,02/01/2030,,LICENSED,CAVE JUNCTION,OR,H,102.7,Y,"OPUS BROADCASTING SYSTEMS, INC.",511 ROSSANLEY DR.,,MEDFORD,97501,OR,(541)772-0322,Classic Hits,42.258168,-123.661736
WKLS,33.918722,-86.083028,FM Station,290,04/01/2020,,LICENSED,SOUTHSIDE,AL,H,105.9,Y,"WILLIAMS COMMUNICATIONS, INC.",P.O. BOX 2552,,ANNISTON,36202,AL,(256)236-1274,Rock,33.918709,-86.083029
WGFN,44.821111,-85.996472,FM Station,251,10/01/2028,,LICENSED,GLEN ARBOR,MI,H,98.1,Y,"BLACK DIAMOND BROADCAST HOLDINGS, LLC",PO BOX 6016,,TRAVERSE CITY,49696,MI,(231)922-4981,Classic Rock,44.821108,-85.996481
KGGI,34.234444,-117.140861,FM Station,256,12/01/2029,05/04/2000,LICENSED,RIVERSIDE,CA,H,99.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581,Top-40,34.234451,-117.140873
KTCZ-FM,45.058278,-93.124361,FM Station,246,04/01/2029,01/24/2000,LICENSED,MINNEAPOLIS,MN,H,97.1,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581,Hot AC,45.058299,-93.124388
KOWY,44.622167,-107.116444,FM Station,272,10/01/2029,05/21/2012,LICENSED,DAYTON,WY,H,102.3,Y,"LOVCOM, INC.",P.O. BOX 5086,,SHERIDAN,82801,WY,,Adult Contemporary,44.622191,-107.116457
KCTT-FM,36.288389,-92.510444,FM Station,269,06/01/2028,,LICENSED,YELLVILLE,AR,H,101.7,Y,MOUNTAIN LAKES BROADCASTING CORP.,P.O. BOX 2010,,MOUNTAIN HOME,72654,AR,(870)425-3101,Classic Hits,36.288401,-92.51044
WPRL,31.89375,-91.148417,FM Station,219,06/01/2028,08/11/2011,LICENSED,LORMAN,MS,ED,91.7,Y,ALCORN STATE UNIVERSITY,1000 ASU DRIVE,BOX #269,LORMAN,39096,MS,,Public Radio,31.893771,-91.148442
KMDS,35.580028,-105.216944,FM Station,296,10/01/2029,12/08/2015,LICENSED,LAS VEGAS,NM,CDT,107.1,Y,"SANGRE DE CRISTO BROADCASTING CO., INC.",304 SOUTH GRAND AVENUE,,LAS VEGAS,87701,NM,5054255669,Sports,35.580044,-105.216952
WBJW,38.320611,-88.043639,FM Station,219,12/01/2028,,LICENSED,ALBION,IL,ED,91.7,Y,MUSIC MINISTRIES INC,P O BOX 4164,,EVANSVILLE,47724,IN,,Religious,38.320604,-88.043646
WSLY,32.281806,-88.256389,FM Station,285,04/01/2028,,LICENSED,YORK,AL,CDT,104.9,Y,"GRANTELL BROADCASTING, LLC",11474 HIGHWAY 11,,YORK,36925,AL,2053925234,Rock,32.281808,-88.256415
KLEF,61.1875,-149.884694,FM Station,251,02/01/2030,,LICENSED,ANCHORAGE,AK,H,98.1,Y,CHINOOK CONCERT BROADCASTERS,165 E 65TH AVE,SUITE 10,ANCHORAGE,99518,AK,(907)562-4434,Classical,61.187503,-149.884702
WFMT,41.878917,-87.635611,FM Station,254,12/01/2028,08/20/2001,LICENSED,CHICAGO,IL,H,98.7,Y,WINDOW TO THE WORLD COMMUNICATIONS,5400 N SAINT LOUIS AVE,,CHICAGO,60625,IL,,Classical,41.878922,-87.635609
KCMH,36.271444,-92.422361,FM Station,218,06/01/2028,12/11/2000,LICENSED,MOUNTAIN HOME,AR,ED,91.5,Y,"CHRISTIAN BROADCASTING GROUP OF MOUNTAIN HOME, INC",126 S CHURCH ST,,MOUNTAIN HOME,72653,AR,(870)425-2525,Religious,36.271457,-92.422382
KMCR,38.986139,-91.511,FM Station,280,02/01/2029,,LICENSED,MONTGOMERY CITY,MO,H,103.9,Y,"CHIRILLO ELECTRONICS, INC.",P.O. BOX 219,,MOBERLY,65270,MO,(660)263-0307,Adult Contemporary,38.986151,-91.510995
WRYV,40.586167,-77.694139,FM Station,204,08/01/2030,05/28/2022,LICENSED,MILROY,PA,EDT,88.7,Y,INVISIBLE ALLIES MINISTRIES,2820 East College Avenue,SUITE A,State College,16801,PA,8148673836,Christian Contemporary,40.586183,-77.69416
KWAK-FM,34.431194,-91.435667,FM Station,288,06/01/2028,,LICENSED,STUTTGART,AR,CDT,105.5,Y,"ARKANSAS COUNTY BROADCASTERS, INC.",P.O. BOX 789,,WYNNE,72396,AR,8702388141,Classic Country,34.431209,-91.435681
WBIM-FM,41.987583,-70.971972,FM Station,218,04/01/2030,,LICENSED,BRIDGEWATER,MA,ED,91.5,Y,BRIDGEWATER STATE COLLEGE,RONDILEAU CAMPUS CENTER,,BRIDGEWATER,2325,MA,,College,41.987601,-70.971987
WJDT,36.380917,-83.179611,FM Station,293,08/01/2028,,LICENSED,ROGERSVILLE,TN,CDT,106.5,Y,Cherokee Broadcasting LLC,,,Morristown,37815,TN,8659933639,Country,36.380925,-83.179614
KKWY,,,FM Station,201,,,CP OFF AIR,WHEATLAND,WY,EDT,88.1,Y,"Cedar Cove Broadcasting, Inc.",1418 Bradley Avenue,,Cheyenne,82001,WY,3077721322,Unknown Format,42.016222,-105.00275
KKWY,,,FM Station,201,,,CP OFF AIR,WHEATLAND,WY,EDT,88.1,Y,"Cedar Cove Broadcasting, Inc.",1418 Bradley Avenue,,Cheyenne,82001,WY,3077721322,Unknown Format,42.016222,-105.00275
WJMF,41.803444,-71.557,FM Station,204,04/01/2030,,LICENSED,SMITHFIELD,RI,ED,88.7,Y,BRYANT UNIVERSITY,1150 DOUGLAS PIKE,,SMITHFIELD,2917,RI,,Classical,41.803433,-71.557007
WCLQ,44.919694,-89.679278,FM Station,208,12/01/2028,08/03/2000,LICENSED,WAUSAU,WI,ED,89.5,Y,"CHRISTIAN LIFE COMMUNICATIONS, INC.",3500 STEWART AVENUE,,WAUSAU,54401,WI,(715)355-5151,Christian Contemporary,44.91969,-89.67929
WKZM,27.275333,-82.481472,FM Station,282,02/01/2028,05/31/2001,LICENSED,SARASOTA,FL,ED,104.3,Y,THE MOODY BIBLE INSTITUTE OF CHICAGO,820 N LASALLE ST,,CHICAGO,60610,IL,(312)329-4438,Religious,27.275326,-82.481485
WILV,42.32225,-89.0115,FM Station,216,12/01/2028,11/15/2001,LICENSED,LOVES PARK,IL,ED,91.1,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600,Christian Contemporary,42.322241,-89.011495
WMAH-FM,30.755194,-88.945583,FM Station,212,06/01/2028,04/12/2001,LICENSED,BILOXI,MS,EDT,90.3,Y,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,3825 Ridgewood Rd,,Jackson,39211,MS,6014326367,Public Radio,30.755191,-88.945595
WCVO,40.067833,-82.860444,FM Station,285,10/01/2028,06/30/2000,LICENSED,GAHANA,OH,H,104.9,Y,RIVER RADIO MINISTRIES,881 E. JOHNSTOWN ROAD,,GAHANNA,43230,OH,(614)289-5700,Christian Contemporary,40.067842,-82.860456
WACV,32.478194,-86.40775,FM Station,226,04/01/2028,08/22/2012,LICENSED,COOSADA,AL,H,93.1,Y,"LIBERTY ACQUISTIONS 825, LLC",431 COCONUT PALM ROAD,,BOCA RATON,33432,FL,(561)206-6567,News/Talk,32.478191,-86.407751
KGNZ,32.229861,-99.628694,FM Station,201,08/01/2029,04/15/2004,LICENSED,ABILENE,TX,ED,88.1,Y,"CHRISTIAN BROADCASTING CO., INC.",542 BUTTERNUT ST.,,ABILENE,79602,TX,(325)673-3045,Christian Contemporary,32.229854,-99.628692
KNDA,27.707528,-97.781917,FM Station,275,08/01/2029,,LICENSED,ALICE,TX,H,102.9,Y,ENCARNACION A. GUERRA,6402 N. BARTLETT STREET,SUITE 1,LAREDO,78041,TX,(956)726-9393,Hip-Hop,27.707528,-97.781942
KATB,61.066667,-149.745528,FM Station,207,02/01/2030,,LICENSED,ANCHORAGE,AK,ED,89.3,Y,"CHRISTIAN BROADCASTING, INC.",P.O. BOX 210389,,ANCHORAGE,99521,AK,(907)333-5282,Religious,61.066668,-149.745522
WEOW,24.677083,-81.510639,FM Station,224,02/01/2028,11/27/2001,LICENSED,KEY WEST,FL,H,92.7,Y,"FLORIDA KEYS MEDIA, LLC",1109 HUDSON LANE,,MONROE,71201,LA,(318)388-2323,Top-40,24.677087,-81.51064
KHMC,28.680833,-97.385556,FM Station,240,08/01/2021,02/21/2001,LICENSED,GOLIAD,TX,H,95.9,Y,MINERVA R. LOPEZ,115 WEST AVENUE D,,ROBSTOWN,78380,TX,(361)289-8877,Tejano,28.68277,-97.314158
KAMZ,33.323972,-101.804611,FM Station,278,08/01/2029,03/13/2001,LICENSED,TAHOKA,TX,CDT,103.5,Y,ALBERT BENAVIDES,3210-34th Street,,LUBBOCK,79410,TX,8065485412,Regional Mexican,33.323979,-101.804604
KKAJ-FM,34.397333,-96.921583,FM Station,239,06/01/2029,,LICENSED,DAVIS,OK,CDT,95.7,Y,"SMG-ARDMORE, LLC",2448 E. 81ST STREET,SUITE 5500,TULSA,74137,OK,9184922660,Country,34.397341,-96.921596
WLVQ,39.971167,-83.027667,FM Station,242,10/01/2028,,LICENSED,COLUMBUS,OH,H,96.3,Y,"FRANKLIN COMMUNICATIONS, INC.",73 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,48236,MI,(313)886-7070,Classic Rock,39.971175,-83.027684
WUUA,41.52425,-74.8685,FM Station,208,06/01/2022,01/15/2022,LICENSED AND SILENT,GLEN SPEY,NY,ED,89.5,Y,B. STEPHEN DEMCHUK FOUNDATION,POST OFFICE BOX 55,,GLEN SPEY,12737,NY,(914)441-6766,Ethnic,41.524257,-74.868499
WCLV,41.475611,-81.989861,FM Station,212,10/01/2028,,LICENSED,CLEVELAND,OH,ED,90.3,Y,IDEASTREAM,IDEA CENTER,1375 EUCLID AVENUE,CLEVELAND,44115,OH,(216)916-6161,Classical,41.37172,-81.713185
WYAB,32.407639,-90.150944,FM Station,280,06/01/2028,06/29/2001,LICENSED,POCAHONTAS,MS,CDT,103.9,Y,"SSR COMMUNICATIONS, INC.",740 HIGHWAY 49 NORTH,SUITE R,FLORA,39071,MS,6012012789,Talk,32.407639,-90.150944
WGNG,33.301778,-90.125361,FM Station,292,06/01/2028,03/02/2000,LICENSED,TCHULA,MS,H,106.3,Y,"TEAM BROADCASTING COMPANY, INC.",PO BOX 1801,,GREENWOOD,38930,MS,(662)453-1646,Urban Contemporary,33.301791,-90.125362
KKBN,38.00825,-120.36325,FM Station,228,12/01/2029,,LICENSED,TWAIN HARTE,CA,H,93.5,Y,CLARKE BROADCASTING CORPORATION,120 COUNTRY CLUB DRIVE,SUITE 12,INCLINE VILLAGE,89451,NV,(775)887-0588,Country,38.008257,-120.363248
KPEZ,30.223556,-97.827778,FM Station,272,08/01/2029,,LICENSED,AUSTIN,TX,H,102.3,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581,Hip-Hop,30.223542,-97.827784
WICU-FM,42.123667,-80.117,FM Station,224,08/01/2022,11/19/2012,LICENSED,LAWRENCE PARK,PA,H,92.7,Y,"SJL OF PENNSYLVANIA, INC.",3514 STATE STREET,,ERIE,16508,PA,(814)454-5201,Top-40,42.123669,-80.117005
WAKC,43.21675,-71.575639,FM Station,272,04/01/2030,06/08/2012,LICENSED,CONCORD,NH,EDT,102.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 West Oaks Blvd.,,Rocklin,95765,CA,9162511600,Christian Contemporary,43.216083,-71.574611
KMJQ,29.574389,-95.493806,FM Station,271,08/01/2029,,LICENSED,HOUSTON,TX,CDT,102.1,Y,"RADIO ONE LICENSES, LLC","1010 WAYNE AVENUE, 14TH FLOOR",,SILVER SPRING,20910,MD,3014293200,Urban Contemporary,29.574402,-95.493832
WJTQ,30.612694,-87.64525,FM Station,264,02/01/2028,,LICENSED,PENSACOLA,FL,CDT,100.7,Y,CUMULUS LICENSING LLC,780 Johnson Ferry Road,Suite 500,Atlanta,30342,GA,4049490700,Classic Hits,30.612692,-87.645264
KLIL,31.048222,-91.9965,FM Station,221,06/01/2028,,LICENSED,MOREAUVILLE,LA,H,92.1,Y,"CAJUN BROADCASTING, INC.",P.O. BOX 365,,MOREAUVILLE,71355,LA,,Classic Hits,31.048244,-91.996511
KMLD,42.734111,-106.333889,FM Station,233,10/01/2029,01/16/2014,LICENSED,CASPER,WY,H,94.5,Y,"MT. RUSHMORE BROADCASTING, INC.",218 N WOLCOTT ST,,CASPER,82602,WY,,Oldies,42.734131,-106.333914
WAAI,38.624556,-75.888556,FM Station,265,10/01/2027,12/29/1999,LICENSED,HURLOCK,MD,CDT,100.9,Y,"WBOC, INC.",1729 NORTH SALISBURY BLVD,,SALISBURY,21801,MD,4438809090,Classic Country,38.62456,-75.888547
WWIL-FM,34.243778,-78.123056,FM Station,213,12/01/2027,,LICENSED,WILMINGTON,NC,ED,90.5,Y,"CAROLINA CHRISTIAN RADIO, INC.",P.O. BOX 957,,WILMINGTON,28402,NC,(910)763-2452,Christian Contemporary,34.24378,-78.12305
KWIA,42.618361,-95.132972,FM Station,265,02/01/2021,12/03/2019,LICENSED,NEWELL,IA,H,100.9,Y,PANTHER COMMUNICATIONS LLC,P.O. BOX 681155,,INDIANAPOLIS,46268,IN,(317)373-3945,Sports,42.618361,-95.132972
WRCU-FM,42.811278,-75.533444,FM Station,211,06/01/2022,,LICENSED,HAMILTON,NY,ED,90.1,Y,COLGATE UNIVERSITY,13 OAK DRIVE,,HAMILTON,13346,NY,(315)228-6843,College,42.811277,-75.533446
KLFV,39.065806,-108.747306,FM Station,212,04/01/2029,,LICENSED,GRAND JUNCTION,CO,ED,90.3,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD,,ROCKLIN,95765,CA,(916)251-1600,Christian Contemporary,39.065815,-108.747322
KDEP,45.466222,-123.920972,FM Station,288,02/01/2030,06/18/2001,LICENSED,GARIBALDI,OR,H,105.5,Y,"ALEXANDRA COMMUNICATIONS, INC.",1600 GRAY LYNN DR,,WALLA WALLA,99362,WA,(509)527-1000,Adult Contemporary,45.466214,-123.920962
KLXA,31.377972,-92.474306,FM Station,210,06/01/2028,04/05/2016,LICENSED,ALEXANDRIA,LA,EDT,89.9,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BOULEVARD,,ROCKLIN,95765,CA,9162511600,Christian Contemporary,31.377959,-92.474305
KTCC,39.376111,-101.052667,FM Station,220,06/01/2029,,LICENSED,COLBY,KS,ED,91.9,Y,COLBY COMMUNITY COLLEGE,1255 SOUTH RANGE AVE,,COLBY,67701,KS,(785)460-4662,College,39.376115,-101.052655
KHGG-FM,35.183583,-94.129139,FM Station,278,06/01/2028,07/23/2019,LICENSED,MANSFIELD,AR,H,103.5,Y,"PHARIS BROADCASTING, INC.",P. O. BOX 908,323 NORTH GREENWOOD AVE.,FT. SMITH,72902,AR,(479)242-1047,Sports,35.183594,-94.129151
KXMX,35.513722,-94.588556,FM Station,286,06/01/2029,08/02/2013,LICENSED,MULDROW,OK,H,105.1,Y,G2 MEDIA GROUP LLC,P.O. BOX 428,,SALLISAW,74955,OK,(918)775-1008,Adult Contemporary,35.513729,-94.588579
WPJN,32.970111,-86.71775,FM Station,207,04/01/2028,08/07/2012,LICENSED,JEMISON,AL,ED,89.3,Y,C W JOHNSON EDUCATION FOUNDATION INC.,1925 LAY DAM ROAD,,CLANTON,35045,AL,(205)755-3981,Christian Contemporary,32.970111,-86.71775
KUAP,34.242611,-92.017361,FM Station,209,06/01/2028,,LICENSED,PINE BLUFF,AR,ED,89.7,Y,BOARD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS,"C/O KUAP - WILLETTE TOTTEN, DIRECTOR",1200 N. UNIVERSITY DR. - MAIL SLOT 4964,PINE BLUFF,71601,AR,,Urban Contemporary,34.242598,-92.017362
WRCM,35.059583,-80.670333,FM Station,220,12/01/2027,,LICENSED,WINGATE,NC,ED,91.9,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,CA,(916)251-1600,Christian Contemporary,35.059592,-80.670347
WJHS,41.167806,-85.494694,FM Station,218,08/01/2028,,LICENSED,COLUMBIA CITY,IN,ED,91.5,Y,COLUMBIA CITY HIGH SCHOOL,600 NORTH WHITLEY STREET,,COLUMBIA CITY,46725,IN,(260)244-6136,Adult Album Alternative,41.167824,-85.494702
KMZL,46.802417,-113.973444,FM Station,216,04/01/2029,,LICENSED,MISSOULA,MT,ED,91.1,Y,FAITH COMMUNICATIONS CORP.,2201 S. 6TH STREET,,LAS VEGAS,89104,NV,(702)731-5452,Christian Contemporary,46.802424,-113.973442
KJKF,42.067917,-121.971389,FM Station,205,02/01/2030,05/06/2003,LICENSED,KLAMATH FALLS,OR,ED,88.9,Y,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BOULEVARD,,ROCKLIN,95765,CA,(916)251-1600,Christian Contemporary,42.067923,-121.971397
WAGP,32.357722,-80.919611,FM Station,204,12/01/2027,10/27/2000,LICENSED,BEAUFORT,SC,ED,88.7,Y,"COMMUNITY BROADCASTING CORP. OF BEAUFORT, INC.",P.O. BOX 119,,BEAUFORT,29901,SC,,Religious,32.357723,-80.919609
KSWS,46.554278,-123.058472,FM Station,205,02/01/2030,06/28/2010,LICENSED,CHEHALIS,WA,ED,88.9,Y,WASHINGTON STATE UNIVERSITY,EDUCATIONAL  AND PUBLIC MEDIA,P.O. BOX 642530,PULLMAN,99164,WA,(509)335-6511,Public Radio,46.554271,-123.058462
KISY,33.646222,-95.526611,FM Station,224,08/01/2029,08/25/2014,LICENSED,BLOSSOM,TX,H,92.7,Y,TRACY MCCUTCHEN,P.O. BOX 57843,,SHERMAN OAKS,91403,CA,(213)944-5441,Top-40,33.646217,-95.526623
WRKS,32.648194,-89.988972,FM Station,290,06/01/2028,06/14/2002,LICENSED,PICKENS,MS,CDT,105.9,Y,Alpha Media Licensee LLC Debtor in Possession,1211 SW 5TH AVENUE,SUITE 750,PORTLAND,97204,OR,5035176200,Sports,32.648193,-89.988973
KADQ-FM,41.352722,-110.909333,FM Station,252,10/01/2029,11/01/2010,LICENSED,EVANSTON,WY,CDT,98.3,Y,"FRANDSEN MEDIA COMPANY, LLC",P.O. BOX 570,,LOGAN,84323,UT,4357521390,Classic Rock,41.352724,-110.909347
WOXD,34.302889,-89.523694,FM Station,238,06/01/2028,,LICENSED,OXFORD,MS,H,95.5,Y,"TAYLOR COMMUNICATIONS, INC.","302 HIGHWAY 7, SOUTH",,OXFORD,38655,MS,,Classic Hits,34.302885,-89.523693
KZMI,15.183333,145.735,FM Station,280,02/01/2030,05/10/2001,LICENSED,GARAPAN-SAIPAN,MP,CDT,103.9,Y,HOLONET CORPORATION.,,,SAIPAN,96950,MP,6702871296,Hot AC,15.183333,145.735
KEZA,35.853389,-94.026028,FM Station,300,06/01/2028,,LICENSED,FAYETTEVILLE,AR,H,107.9,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581,Adult Contemporary,35.853413,-94.026033
WMFE-FM,28.6025,-81.093389,FM Station,214,02/01/2028,,LICENSED,ORLANDO,FL,ED,90.7,Y,"COMMUNITY COMMUNICATIONS, INC.",11510 EAST COLONIAL DRIVE,,ORLANDO,32817,FL,(407)273-2300,Public Radio,28.602499,-81.093396
WAWF,41.077528,-87.756139,FM Station,202,12/01/2028,07/13/2000,LICENSED,KANKAKEE,IL,ED,88.3,Y,"FAMILY WORSHIP CENTER CHURCH, INC.",P.O. BOX 262550,,BATON ROUGE,70826,LA,(225)768-3102,Religious,41.077533,-87.756149
KQSR,32.672306,-114.335972,FM Station,265,10/01/2029,,LICENSED,YUMA,AZ,H,100.9,Y,EDB VV LICENSE LLC,11920 HESPERIA ROAD,,HESPERIA,92345,CA,(760)241-1313,Hot AC,32.641994,-114.560228
KRXF,44.046778,-121.531694,FM Station,225,02/01/2030,,LICENSED,BEND,OR,H,92.9,Y,"GCC BEND, LLC",345 SW CYBER DRIVE,,BEND,97702,OR,(541)388-3300,Alternative,44.046781,-121.531703
KTCY,30.911278,-99.764222,FM Station,287,08/01/2029,02/10/2015,LICENSED,MENARD,TX,CDT,105.3,Y,Tracy McCutchen,P.O. Box 5283,,Vail,81657,CO,2139445441,Country,30.911285,-99.764236
WCNG,35.06675,-83.999333,FM Station,274,12/01/2027,,LICENSED,MURPHY,NC,H,102.7,Y,"CHEROKEE BROADCASTING CO., INC.",P. O. BOX 280,,MURPHY,28906,NC,,Adult Contemporary,35.066751,-83.999351
WAAO-FM,31.340722,-86.467444,FM Station,229,04/01/2028,,LICENSED,ANDALUSIA,AL,H,93.7,Y,"THREE NOTCH COMMUNICATIONS, LLC",P.O. BOX 987,,ANDALUSIA,36420,AL,(000)000-0000,Country,31.340725,-86.467458
KDLC,29.346611,-90.830361,FM Station,249,06/01/2028,09/26/2014,LICENSED,DULAC,LA,H,97.7,Y,"COAST RADIO GROUP, INC.",P.O. BOX 2639,,GULFPORT,39505,MS,(228)896-5500,Classic Rock,29.34661,-90.83037
KFTG,29.688556,-95.202139,FM Station,201,08/01/2029,,LICENSED,PASADENA,TX,ED,88.1,Y,ALELUYA BROADCASTING NETWORK,1600 PASADENA BLVD.,,PASADENA,77502,TX,(713)589-1336,Spanish Christian,29.688562,-95.202155
WNCD,41.080611,-80.648111,FM Station,227,10/01/2028,,LICENSED,YOUNGSTOWN,OH,H,93.3,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581,Classic Rock,41.080614,-80.64813
WTDY-FM,40.041778,-75.236,FM Station,243,08/01/2030,,LICENSED,PHILADELPHIA,PA,CDT,96.5,Y,"Audacy License, LLC",2400 MARKET STREET,4TH FLOOR,PHILADELPHIA,19103,PA,6106605610,Top-40,40.041779,-75.236013
KTWS,44.077333,-121.333639,FM Station,252,02/01/2030,,LICENSED,BEND,OR,H,98.3,Y,"COMBINED COMMUNICATIONS, INC.",P O BOX 5037,,BEND,97708,OR,,Classic Rock,44.077339,-121.333644
WSBY-FM,38.300111,-75.627694,FM Station,255,10/01/2027,,LICENSED,SALISBURY,MD,H,98.9,Y,"IHM LICENSES, LLC",7136 S. YALE AVENUE,SUITE 501,TULSA,74136,OK,(918)664-4581,Urban Contemporary,38.300119,-75.627703
WKZQ-FM,33.591,-79.048361,FM Station,241,12/01/2027,,LICENSED,FORESTBROOK,SC,H,96.1,Y,"DICK BROADCASTING COMPANY, INC. OF TENNESSEE",192 EAST LEWIS STREET,,GREENSBORO,27401,NC,(336)274-8042,Alternative,33.591002,-79.048371
WVBR-FM,42.429222,-76.450806,FM Station,228,06/01/2022,,LICENSED,ITHACA,NY,H,93.5,Y,"CORNELL MEDIA GUILD, INC.",604 EAST BUFFALO STREET,,ITHACA,14850,NY,(607)273-4000,Alternative,42.42924,-76.450828
WCSG,42.796139,-85.649444,FM Station,217,10/01/2028,,LICENSED,GRAND RAPIDS,MI,ED,91.3,Y,CORNERSTONE UNIVERSITY,1159 E BELTLINE AVE NE,,GRAND RAPIDS,49525,MI,(616)942-1500,Christian Contemporary,42.796141,-85.649469
WILE-FM,40.039528,-81.6465,FM Station,249,10/01/2028,,LICENSED,BYESVILLE,OH,H,97.7,Y,"AVC COMMUNICATIONS, INC.",4988 SKYLINE DRIVE,,CAMBRIDGE,43725,OH,(740)432-5605,Nostalgia,40.039516,-81.646514
WYPL,35.467583,-90.190917,FM Station,207,08/01/2028,03/26/2009,LICENSED,MEMPHIS,TN,ED,89.3,Y,THE MEMPHIS PUBLIC LIBRARIES,RADIO STATION WYPL,3030 POPLAR AVENUE,MEMPHIS,38111,TN,(901)415-2829,Other,35.467583,-90.190927
WEZC,40.095306,-88.96425,FM Station,240,12/01/2028,03/14/2004,LICENSED,CLINTON,IL,H,95.9,Y,"KASKASKIA BROADCASTING, INC.",918 EAST PARK,P.O. BOX 169,TAYLORVILLE,62568,IL,(217)824-3395,Nostalgia,40.095315,-88.964248
KAHR,36.766444,-90.481222,FM Station,244,02/01/2029,,LICENSED,POPLAR BLUFF,MO,CDT,96.7,Y,EAGLE BLUFF ENTERPRISES,932 COUNTY ROAD 448,,POPLAR BLUFF,63901,MO,5736863700,Adult Hits,36.766444,-90.481225
WYTK,34.864528,-87.395278,FM Station,230,04/01/2028,,LICENSED,ROGERSVILLE,AL,H,93.9,Y,"VALLEY BROADCASTING, INC.",113 NORTH SEMINARY STREET,,FLORENCE,35630,AL,(256)764-9390,Sports,34.86453,-87.3953
KBCN-FM,35.871194,-92.652944,FM Station,282,06/01/2028,,LICENSED,MARSHALL,AR,H,104.3,Y,"PEARSON BROADCASTING OF MARSHALL, INC.",C/O THE PEASON COMPANIES,9530 MIDLOTHIAN PIKE,RICHMOND,23235,VA,(804)276-0300,Sports,35.871187,-92.652942
KCPW-FM,40.631333,-112.131306,FM Station,202,10/01/2029,09/01/2000,LICENSED,SALT LAKE CITY,UT,ED,88.3,Y,WASATCH PUBLIC MEDIA,P.O. BOX 510730,,SALT LAKE CITY,84151,UT,(801)359-5279,Public Radio,40.631335,-112.131332
KPCW,40.683,-111.522972,FM Station,219,10/01/2029,05/18/2001,LICENSED,PARK CITY,UT,ED,91.7,Y,"COMMUNITY WIRELESS OF PARK CITY, INC.",BOX 1372,,PARK CITY,84060,UT,(435)649-9004,Public Radio,40.683006,-111.522976
WVCM,45.820778,-88.040417,FM Station,218,10/01/2028,04/02/2002,LICENSED,IRON MOUNTAIN,MI,EDT,91.5,Y,"VCY AMERICA, INC.",3434 W KILBOURN AVE,,MILWAUKEE,53208,WI,4149353000,Religious,45.820789,-88.040405
KCUA,40.537722,-109.699861,FM Station,223,10/01/2029,11/24/2004,LICENSED,MAESER,UT,H,92.5,Y,"COUNTRY GOLD BROASCASTING, INC.",PO BOX 816,,VERNAL,84078,UT,(435)650-6949,Adult Hits,40.537736,-109.699866
KMSI,35.202,-97.588639,FM Station,201,06/01/2029,,LICENSED,MOORE,OK,ED,88.1,Y,"DAVID INGLES MINISTRIES CHURCH, INC.",P.O. BOX 1924,,TULSA,74101,OK,(918)455-5698,Religious,35.201944,-97.588611
KTYD,34.470806,-119.676778,FM Station,260,12/01/2029,,LICENSED,SANTA BARBARA,CA,H,99.9,Y,RINCON BROADCASTING LS LLC,C/O POINT BROADCASTING COMPANY,"715 BROADWAY, SUITE 320",SANTA MONICA,90401,CA,(310)451-4430,Classic Rock,34.470829,-119.676801
WUTQ-FM,43.037556,-75.195417,FM Station,264,06/01/2022,08/28/2001,LICENSED,UTICA,NY,H,100.7,Y,"ROSER COMMUNICATIONS NETWORK, INC.",CANAL PARK,215 LELAND AVE. SUITE  101,UTICA,13502,NY,(315)797-8236,Talk,43.03757,-75.195439
WPBX,36.021722,-84.971611,FM Station,257,08/01/2028,,LICENSED,CROSSVILLE,TN,H,99.3,Y,"PEG BROADCASTING ,  LLC",961 MILLER AVENUE,,CROSSVILLE,38555,TN,(931)707-1102,Classic Hits,36.021736,-84.971622
